year,co2,ch4,n2o,other_wmghg,o3,h2o_stratospheric,contrails,aerosol-radiation_interactions,aerosol-cloud_interactions,bc_on_snow,land_use,volcanic,solar,total_anthropogenic,total_natural,total
1883,0.247413402,0.089745552,0.024858469,2.82E-07,0.0635335,0.00824893,0,-0.026124586,-0.168139223,0.012921819,-0.061616342,-0.516673852,-0.017089645,0.190841802,-0.533763498,-0.342921695
1884,0.251938884,0.09123481,0.025259027,2.96E-07,0.064549667,0.008385815,0,-0.026202405,-0.176271696,0.013832371,-0.06272701,-1.962339963,0.006108426,0.189999756,-1.956231537,-1.766231781
1885,0.257139466,0.092915093,0.025644517,3.00E-07,0.065565833,0.008540257,0,-0.027582937,-0.180447074,0.013984398,-0.063837678,-0.678986833,-0.008368918,0.191922175,-0.687355751,-0.495433576
1886,0.2626745,0.094555745,0.025993534,3.14E-07,0.066582,0.008691057,0,-0.026636071,-0.179491359,0.014172581,-0.065084807,-0.118183594,-0.024796335,0.201457495,-0.142979929,0.058477566
1887,0.268410967,0.096355691,0.026414745,3.28E-07,0.067598167,0.008856499,0,-0.028261139,-0.188914755,0.014853343,-0.06643047,-0.035164517,-0.034921115,0.198883375,-0.070085632,0.128797743
1888,0.274799626,0.098093867,0.026745018,3.43E-07,0.068614333,0.009016262,0,-0.032245526,-0.208925656,0.016154198,-0.067776133,0.137851621,-0.038883664,0.184476333,0.098967957,0.283444289
1889,0.281200296,0.099965456,0.027169188,3.57E-07,0.0696305,0.009188289,0,-0.031610567,-0.204106109,0.015816203,-0.069121795,0.192418794,-0.040303317,0.198131817,0.152115477,0.350247294
1890,0.287500424,0.10183171,0.027488093,3.72E-07,0.070646667,0.009359825,0,-0.034716929,-0.21865946,0.016750096,-0.070467458,0.010365196,-0.036839987,0.18973334,-0.026474791,0.163258549
1891,0.294037419,0.103726501,0.027777803,3.86E-07,0.071662833,0.009533984,0,-0.035082783,-0.2148135,0.016374735,-0.07181312,-0.132772558,-0.011426633,0.201404258,-0.144199191,0.057205067
1892,0.300435934,0.105953194,0.028142872,4.01E-07,0.072679,0.00973865,0,-0.035269162,-0.213049106,0.016232201,-0.073158783,0.065306143,0.009493753,0.2117052,0.074799896,0.286505097
1893,0.306061695,0.108100907,0.028569547,4.16E-07,0.073695167,0.009936056,0,-0.035797545,-0.216596418,0.016517012,-0.074504446,0.198013587,0.025936771,0.21598239,0.223950358,0.439932748
1894,0.311756737,0.10993683,0.029079839,4.30E-07,0.074711333,0.010104804,0,-0.038720966,-0.233133421,0.017645465,-0.075850108,0.198617399,0.045733914,0.205530944,0.244351314,0.449882257
1895,0.316961914,0.111508478,0.029615707,4.55E-07,0.0757275,0.010249262,0,-0.039273174,-0.23623776,0.017995305,-0.077151221,0.198660105,0.026997611,0.209396465,0.225657716,0.435054181
1896,0.322124601,0.11239191,0.030029645,4.70E-07,0.076743667,0.010330462,0,-0.041941539,-0.23481676,0.017312785,-0.078431118,0.198528234,0.001381449,0.213744123,0.199909683,0.413653806
1897,0.327190202,0.113250568,0.030457954,4.86E-07,0.077759833,0.010409385,0,-0.043540746,-0.250533599,0.018736585,-0.079711015,0.198337476,-0.015061569,0.204019653,0.183275907,0.38729556
1898,0.332754038,0.114813991,0.030884674,5.11E-07,0.078776,0.010553087,0,-0.046020923,-0.259030975,0.019203426,-0.080990912,0.198121693,-0.022768259,0.200942916,0.175353435,0.376296351
1899,0.339018213,0.116670271,0.031429735,5.27E-07,0.079792167,0.010723706,0,-0.052984331,-0.281228573,0.020174451,-0.082270809,0.197890502,-0.031941403,0.181325356,0.165949099,0.347274455
1900,0.345814667,0.118526693,0.031978053,5.52E-07,0.080808333,0.010894338,0,-0.056683675,-0.28898308,0.020297546,-0.083719581,0.197646418,-0.037245602,0.178933846,0.160400816,0.339334662
1901,0.35180596,0.120366345,0.032573163,5.69E-07,0.0818245,0.011063429,0,-0.058172486,-0.293924722,0.020684824,-0.085654032,0.197420644,-0.046293942,0.18056755,0.151126702,0.331694252
1902,0.357531918,0.122586408,0.033488434,8.55E-07,0.082840667,0.011267485,0,-0.060780062,-0.29817046,0.020671456,-0.087588483,-0.038538001,-0.044141061,0.181848218,-0.082679062,0.099169156
1903,0.363454995,0.124868886,0.034572211,1.18E-06,0.083856833,0.011477279,0,-0.066363771,-0.310286781,0.021040191,-0.089522934,-0.746985605,-0.025825973,0.173098094,-0.772811579,-0.599713485
1904,0.368836724,0.127863224,0.035585163,1.53E-06,0.084873,0.011752502,0,-0.06982657,-0.326488958,0.022044664,-0.091457385,-0.292198413,0.007465677,0.163183898,-0.284732736,-0.121548838
1905,0.3748598,0.130846809,0.036586342,1.96E-06,0.085889167,0.012026737,0,-0.074742011,-0.343754872,0.02305353,-0.093391835,0.074350095,-0.007214474,0.151375628,0.067135621,0.218511249
1906,0.381578029,0.133999014,0.037593231,2.53E-06,0.086905333,0.012316471,0,-0.079516109,-0.35626072,0.02361261,-0.095296029,0.179251825,0.016794827,0.144934362,0.196046653,0.340981015
1907,0.389450214,0.137370351,0.038673933,3.31E-06,0.0879215,0.012626346,0,-0.089723408,-0.392807666,0.025711685,-0.096762094,0.017017952,0.00381514,0.112464169,0.020833092,0.133297262
1908,0.397017547,0.140101086,0.039895458,4.31E-06,0.088937667,0.012877341,0,-0.085951351,-0.384012204,0.025447315,-0.09822816,0.129990838,0.011927445,0.136089006,0.141918282,0.278007288
1909,0.404538292,0.143035453,0.041129501,4.96E-06,0.089953833,0.013147052,0,-0.089950721,-0.392861823,0.025805197,-0.099694226,0.195610138,-0.004921188,0.135107523,0.19068895,0.325796473
1910,0.412471415,0.146001748,0.042451889,6.42E-06,0.09097,0.013419698,0,-0.096233536,-0.415369354,0.027062017,-0.101095847,0.195365312,-0.017354855,0.119684455,0.178010457,0.297694912
1911,0.420595837,0.148568272,0.043927941,1.78E-05,0.091986167,0.013655599,0,-0.094958545,-0.407212511,0.026643306,-0.102229036,0.195116361,-0.03532673,0.14099486,0.159789631,0.300784491
1912,0.43002845,0.150834947,0.045012666,2.29E-05,0.093002333,0.01386394,0,-0.097912682,-0.412178845,0.026782201,-0.103362226,-0.38742462,-0.042190988,0.146093702,-0.429615608,-0.283521907
1913,0.440049004,0.152274127,0.046259717,2.83E-05,0.0940185,0.013996221,0,-0.102547324,-0.431291083,0.028102717,-0.104495416,-0.295387077,-0.040677731,0.136394745,-0.336064808,-0.199670063
1914,0.449176327,0.15356473,0.047545754,4.38E-05,0.095034667,0.014114847,0,-0.094240646,-0.412132117,0.027365317,-0.105628605,0.006094919,-0.026980417,0.174844108,-0.020885498,0.15395861
1915,0.458454534,0.155116104,0.048747733,6.72E-05,0.096050833,0.014257441,0,-0.091246694,-0.400354861,0.026851249,-0.106761795,0.168086839,0.012769876,0.201181772,0.180856715,0.382038487
1916,0.468264562,0.158915466,0.04970562,0.000104486,0.097067,0.014606658,0,-0.101319503,-0.423626744,0.027638083,-0.107894985,0.193406054,0.044751077,0.183460643,0.238157132,0.421617775
1917,0.477658801,0.161684796,0.050801626,0.0001484,0.098083167,0.0148612,0,-0.10524101,-0.443299793,0.029215756,-0.109028174,0.193534312,0.065874271,0.174884768,0.259408582,0.434293351
1918,0.485442805,0.165225488,0.051491407,0.000182202,0.099099333,0.015186641,0,-0.105344708,-0.444217071,0.029299063,-0.110161364,0.193258531,0.069649613,0.186203795,0.262908144,0.449111939
1919,0.491895618,0.169259632,0.051665869,0.000213575,0.1001155,0.015557438,0,-0.090083208,-0.395151496,0.026606174,-0.111333393,0.192976646,0.037013187,0.258745708,0.229989833,0.488735541
1920,0.499553733,0.173244187,0.051954158,0.000233612,0.101131667,0.015923677,0,-0.099643585,-0.427212133,0.028568099,-0.112600373,0.192690694,0.006030423,0.23115304,0.198721117,0.429874157
1921,0.50579141,0.177046705,0.052357228,0.000249817,0.102696167,0.016273184,0,-0.080706258,-0.371298899,0.026095543,-0.113867353,0.192400605,-0.013142697,0.314637543,0.179257908,0.493895451
1922,0.511860486,0.180711793,0.05283514,0.000277262,0.104260667,0.016610059,0,-0.083967397,-0.375509241,0.026096926,-0.115134334,0.053422576,-0.030646554,0.318041362,0.022776021,0.340817383
1923,0.51757994,0.183900491,0.053905155,0.000321117,0.105825167,0.016903147,0,-0.089986364,-0.426500124,0.030924004,-0.116401314,0.117710271,-0.034624704,0.276471219,0.083085567,0.359556786
1924,0.523889065,0.186180306,0.05441174,0.000365818,0.107389667,0.017112696,0,-0.089211463,-0.411096508,0.029413469,-0.117668294,0.191505641,-0.026902414,0.300786497,0.164603227,0.465389724
1925,0.527023016,0.187609271,0.054598261,0.000419791,0.108954167,0.017244038,5.60E-05,-0.089312715,-0.413662644,0.029920987,-0.118935274,0.191199065,-0.00576362,0.30391491,0.185435445,0.489350356
1926,0.529398692,0.188368629,0.054762411,0.000486484,0.110518667,0.017313835,0.000114298,-0.096430734,-0.420671828,0.02936939,-0.120202254,0.190888422,0.022551444,0.29302759,0.213439865,0.506467455
1927,0.533249292,0.189510949,0.05495322,0.000535329,0.112083167,0.01741883,0.000197241,-0.103896306,-0.443079369,0.030549892,-0.121469234,0.190573622,0.046248734,0.270053011,0.236822355,0.506875366
1928,0.535820363,0.192066342,0.055299211,0.00060175,0.113647667,0.017653708,0.000277529,-0.108058435,-0.444222468,0.029776142,-0.122736214,0.151860601,0.03071055,0.270125595,0.182571152,0.452696747
1929,0.538642436,0.195216341,0.055518605,0.000695929,0.115212167,0.01794324,0.00038524,-0.119633298,-0.471812855,0.030656956,-0.124003195,-0.036809137,0.022754251,0.238821566,-0.014054886,0.224766681
1930,0.540726081,0.198335338,0.055699055,0.000800821,0.116776667,0.018229921,0.000448609,-0.113201006,-0.457288073,0.029962732,-0.125270176,0.189604587,0.022972659,0.265219968,0.212577247,0.477797214
1931,0.544191404,0.20085549,0.056374648,0.000924436,0.118741167,0.01846156,0.000514051,-0.097472185,-0.397685452,0.02646795,-0.126537157,0.189273354,0.000741824,0.344835912,0.190015178,0.53485109
1932,0.548894005,0.203173824,0.056737887,0.001048295,0.120705667,0.018674649,0.000556486,-0.084540164,-0.371995747,0.026086295,-0.127804139,0.003710881,-0.015810397,0.391537058,-0.012099516,0.379437542
1933,0.554274046,0.205542532,0.057281443,0.001177029,0.122670167,0.018892368,0.000689323,-0.091419883,-0.383023786,0.025945242,-0.12907112,0.150507616,-0.022737057,0.38295736,0.127770559,0.510727919
1934,0.560975559,0.208241329,0.057635237,0.00132286,0.124634667,0.019140427,0.000809434,-0.102444931,-0.423478526,0.028275957,-0.130338102,0.188254931,-0.015030368,0.34477391,0.173224564,0.517998473
1935,0.568725566,0.210973193,0.058073411,0.001502588,0.126599167,0.019391525,0.000972925,-0.111994592,-0.442765289,0.028640049,-0.131605083,0.187907245,0.011584232,0.328513459,0.199491477,0.528004936
1936,0.58259102,0.213409874,0.058652391,0.001736553,0.128563667,0.019615491,0.001172342,-0.120958115,-0.477825724,0.030999942,-0.132872065,0.18755543,0.069243997,0.305085375,0.256799427,0.561884803
1937,0.595836416,0.21570632,0.059387457,0.001990405,0.130528167,0.019826569,0.00143426,-0.131806531,-0.49531408,0.03107659,-0.134139047,0.187199505,0.072535721,0.294526527,0.259735226,0.554261753
1938,0.60510606,0.217905364,0.060250801,0.002244349,0.132492667,0.020028693,0.001509146,-0.121218468,-0.459137863,0.029017102,-0.135406028,0.186839456,0.062098929,0.352791822,0.248938385,0.601730207
1939,0.614841441,0.221101481,0.060953918,0.002512179,0.134457167,0.020322463,0.001714328,-0.131511162,-0.494106362,0.031036452,-0.13667301,0.186475299,0.05919722,0.324648895,0.245672519,0.570321414
1940,0.623656317,0.222730124,0.061790076,0.002820858,0.136421667,0.020472159,0.001948714,-0.147204827,-0.521360509,0.031391487,-0.137706442,0.186107024,0.039774491,0.294959624,0.225881514,0.520841138
1941,0.631538084,0.224309953,0.062672063,0.003185949,0.1395045,0.020617368,0.002147978,-0.151559721,-0.53461969,0.03233859,-0.138370093,0.185734648,0.0240647,0.291764981,0.209799348,0.501564329
1942,0.637764205,0.226811752,0.063652651,0.003644944,0.142587333,0.02084732,0.00217498,-0.155259311,-0.552553511,0.033697904,-0.139033743,0.185358123,0.005593607,0.284334526,0.19095173,0.475286256
1943,0.641454027,0.229057437,0.065935592,0.004196242,0.145670167,0.021053732,0.002438296,-0.156095603,-0.555073761,0.034021168,-0.139697394,0.184977504,-0.013064694,0.292959902,0.17191281,0.464872712
1944,0.641698047,0.230873854,0.066724816,0.004850983,0.148753,0.021220687,0.002966865,-0.151859125,-0.548041636,0.034046048,-0.140361045,0.184592765,-0.007869699,0.310872494,0.176723066,0.48759556
1945,0.641041045,0.232405508,0.067543152,0.005463773,0.151835833,0.021361468,0.003006577,-0.131394312,-0.488608962,0.030835622,-0.141024696,0.184203942,0.02751243,0.392465009,0.211716372,0.604181381
1946,0.640967452,0.234582345,0.0682629,0.006298048,0.154918667,0.021561552,0.003178718,-0.128738652,-0.477024046,0.0301936,-0.141688347,0.183810953,0.04456387,0.412512235,0.228374823,0.640887058
1947,0.642502919,0.237576841,0.068569894,0.007172867,0.1580015,0.02183679,0.003506801,-0.149664269,-0.510108372,0.030069855,-0.142351998,0.18341388,0.090055179,0.367112828,0.273469058,0.640581886
1948,0.642960754,0.240568206,0.068739852,0.008120656,0.161084333,0.02211174,0.003907138,-0.1592308,-0.535016253,0.031187471,-0.143015649,0.183012698,0.105624564,0.34141745,0.288637262,0.630054712
1949,0.644761332,0.242919323,0.068901476,0.009102756,0.164167167,0.022327842,0.003832337,-0.140451808,-0.51185933,0.032250223,-0.143679299,0.182607381,0.090601199,0.392272018,0.27320858,0.665480598
1950,0.647938769,0.244642726,0.069413527,0.010104723,0.16725,0.022486248,0.004596029,-0.153569255,-0.554649866,0.034829651,-0.14434295,0.182197972,0.056950736,0.348699602,0.239148708,0.587848311
1951,0.651184717,0.247115961,0.069851654,0.011165095,0.172705,0.022713574,0.005038391,-0.163095383,-0.544408055,0.03237328,-0.146861908,0.181784427,0.012457865,0.357782324,0.194242291,0.552024616
1952,0.656809734,0.249834571,0.070442223,0.012216674,0.17816,0.022963454,0.005325874,-0.17089121,-0.561793721,0.032984672,-0.149508996,0.181366773,0.010445389,0.346543275,0.191812162,0.538355437
1953,0.663485282,0.254288567,0.071529602,0.013402045,0.183615,0.023372842,0.005626946,-0.176523944,-0.578696197,0.033984396,-0.152156084,0.18094502,-0.002612301,0.341928455,0.178332719,0.520261174
1954,0.669749364,0.259713225,0.072278037,0.014759222,0.18907,0.023871447,0.005909296,-0.179769393,-0.587707135,0.034753644,-0.154803172,0.180519124,-0.002456296,0.347824536,0.178062828,0.525887364
1955,0.67521556,0.265665816,0.073310923,0.016302962,0.194525,0.024418578,0.006533776,-0.19695111,-0.621521834,0.035861182,-0.157450261,0.180089122,0.02484473,0.315910593,0.204933852,0.520844445
1956,0.680026208,0.272658922,0.074502086,0.018070402,0.19998,0.025061346,0.007066575,-0.211796497,-0.667798491,0.038756657,-0.160097349,0.179655026,0.084984989,0.276429858,0.264640015,0.541069873
1957,0.685026535,0.279723693,0.07562807,0.020077146,0.205435,0.025710702,0.007328086,-0.221861759,-0.700858715,0.040977695,-0.162744437,0.179216783,0.14092869,0.254442018,0.320145473,0.574587491
1958,0.691057706,0.285274157,0.076532163,0.022211467,0.21089,0.026220871,0.007754373,-0.221853764,-0.686045862,0.04007697,-0.165391525,0.178774449,0.148338968,0.286726557,0.327113417,0.613839974
1959,0.698992453,0.289979361,0.077281641,0.024438838,0.216345,0.026653348,0.00817217,-0.231242861,-0.702380126,0.040829137,-0.168038613,0.178327997,0.116669779,0.281030349,0.294997776,0.576028124
1960,0.713138731,0.293195326,0.078318038,0.026967938,0.2218,0.026948943,0.008725808,-0.246524414,-0.731215119,0.041907176,-0.169433433,0.177877443,0.094969364,0.263828993,0.272846806,0.5366758
1961,0.724741282,0.295712586,0.079438178,0.029916517,0.227815,0.027180316,0.009513187,-0.25880768,-0.757305938,0.04244144,-0.170139322,0.166289319,0.046872757,0.250505566,0.213162077,0.463667643
1962,0.737557901,0.301872899,0.080621191,0.033305712,0.23383,0.027746539,0.01042091,-0.262500165,-0.759634858,0.042879604,-0.170845211,-0.024382967,0.013456302,0.275254522,-0.010926665,0.264327857
1963,0.747932423,0.310374718,0.081926674,0.037257282,0.239845,0.02852798,0.011113301,-0.279705636,-0.809489052,0.045883632,-0.1715511,-0.912732776,0.001880667,0.242115221,-0.910852108,-0.668736888
1964,0.759624588,0.318050728,0.083150103,0.04183157,0.24586,0.029233518,0.011843929,-0.288411755,-0.800015949,0.04383102,-0.172256988,-0.665329648,-0.003485934,0.272740763,-0.668815582,-0.396074819
1965,0.767832658,0.324344302,0.084387321,0.047012418,0.251875,0.029811989,0.012632899,-0.300948254,-0.819980339,0.044504697,-0.172962877,-0.344913345,-0.000490622,0.268509814,-0.345403967,-0.076894153
1966,0.786067742,0.329452707,0.085791497,0.052785154,0.25789,0.030281527,0.013802083,-0.312714296,-0.832369556,0.044752653,-0.173668766,0.108734289,0.025141141,0.282070743,0.13387543,0.415946173
1967,0.79625609,0.334922541,0.087191525,0.059244569,0.263905,0.030784284,0.015750191,-0.321439331,-0.85355694,0.046094437,-0.174374655,-0.151840982,0.056857132,0.284777711,-0.09498385,0.189793861
1968,0.811741993,0.342777602,0.088580055,0.066502155,0.26992,0.03150628,0.017704967,-0.338785297,-0.867354655,0.045646521,-0.175080544,-0.035009438,0.073596561,0.293159076,0.038587123,0.331746199
1969,0.82638273,0.350713605,0.089976118,0.074611729,0.275935,0.032235714,0.018600922,-0.350311184,-0.879602597,0.046159782,-0.175786432,0.051402268,0.076576273,0.308915386,0.127978541,0.436893927
1970,0.852440767,0.360394878,0.091371077,0.083552402,0.28195,0.033125565,0.01929367,-0.377075366,-0.92315265,0.047761024,-0.176492321,0.047264237,0.078510745,0.293169047,0.125774982,0.418944029
1971,0.86280905,0.36922368,0.092799236,0.093223649,0.287021667,0.033937061,0.020520164,-0.37654345,-0.930222658,0.049218548,-0.177196087,-0.089890468,0.049836868,0.32479086,-0.040053599,0.284737261
1972,0.895787373,0.377171205,0.094250308,0.103762371,0.292093333,0.034667555,0.021441562,-0.39252119,-0.983472704,0.053225276,-0.177836047,0.025605628,0.048058402,0.31856904,0.073664029,0.392233069
1973,0.938885723,0.383064895,0.095744061,0.11551587,0.297165,0.035209272,0.022301387,-0.405720734,-0.98334245,0.052034428,-0.178476008,0.156062684,0.019290921,0.372381445,0.175353605,0.54773505
1974,0.952973086,0.388800042,0.097291243,0.12851926,0.302236667,0.035736416,0.021280358,-0.397713452,-0.976473363,0.05299091,-0.179115968,0.024223704,0.005172391,0.426525199,0.029396095,0.455921294
1975,0.954008109,0.395499645,0.098887494,0.141747141,0.307308333,0.036352207,0.021934494,-0.388171522,-0.959644084,0.053072072,-0.179755928,-0.223082429,0.005484403,0.481237961,-0.217598026,0.263639935
1976,0.96589819,0.402911208,0.100528933,0.1547064,0.31238,0.037033438,0.021697307,-0.406917335,-1.007515881,0.056441757,-0.180395889,0.036954312,0.000835428,0.456768129,0.03778974,0.494557869
1977,0.995975585,0.410778889,0.10221261,0.167604723,0.317451667,0.037756593,0.022969761,-0.406026583,-1.015155186,0.05835873,-0.181035849,0.121601632,0.030944559,0.510890939,0.15254619,0.663437129
1978,1.023399542,0.418857336,0.103964174,0.18036111,0.322523333,0.038499121,0.023587104,-0.401130277,-1.02745739,0.061695222,-0.181675809,0.146588282,0.077059891,0.562623465,0.223648173,0.786271639
1979,1.049676154,0.426899862,0.105787566,0.19213017,0.327595,0.039238347,0.024395965,-0.408128809,-1.041214698,0.06275362,-0.18231577,0.131145784,0.115858548,0.596817409,0.247004332,0.84382174
1980,1.085713182,0.434675382,0.10801496,0.203952661,0.332666667,0.039953031,0.02429474,-0.409571679,-1.035092444,0.061730765,-0.18295573,0.085954727,0.108214261,0.663381535,0.194168988,0.857550523
1981,1.105400629,0.441948812,0.11081173,0.21544124,0.335325,0.040621565,0.023618731,-0.39574268,-1.009062393,0.060905716,-0.18359569,0.053912348,0.110757157,0.745672659,0.164669504,0.910342163
1982,1.117828448,0.448494059,0.114729918,0.226754007,0.337983333,0.04122317,0.023684678,-0.393322084,-1.044446894,0.065712585,-0.184255102,-0.291765125,0.067418729,0.754386118,-0.224346397,0.530039722
1983,1.145238046,0.454133519,0.116625556,0.238170233,0.340641667,0.041741518,0.023868323,-0.376303348,-0.980528843,0.06136405,-0.184995536,-0.753385418,0.06559346,0.879955185,-0.687791958,0.192163227
1984,1.170417192,0.458986729,0.118901862,0.249614052,0.3433,0.042187599,0.025211795,-0.378777983,-1.000731273,0.064063523,-0.18573597,-0.289745783,0.014610745,0.907437526,-0.275135037,0.632302488
1985,1.194203733,0.464055466,0.120727205,0.262473339,0.345958333,0.042653491,0.025836101,-0.378903208,-1.009095597,0.065459502,-0.186476403,-0.025879272,-0.002612301,0.94689196,-0.028491573,0.918400387
1986,1.216928499,0.469165855,0.12374067,0.276504632,0.348616667,0.04312321,0.027267327,-0.37386955,-1.011662157,0.067403342,-0.187216837,-0.027459557,-0.000490622,1.000001658,-0.027950179,0.97205148
1987,1.245030758,0.473183485,0.124369066,0.291172718,0.351275,0.043492489,0.028399934,-0.383951783,-1.04384105,0.07016324,-0.187957271,0.050499119,0.010382987,1.011336586,0.060882106,1.072218692
1988,1.285429167,0.478249272,0.126699476,0.306890047,0.353933333,0.043958109,0.029610475,-0.377745545,-1.048702026,0.072818535,-0.188697705,0.104509137,0.055406278,1.08244314,0.159915414,1.242358554
1989,1.3116262,0.483667146,0.130186757,0.320795428,0.356591667,0.044456091,0.030714718,-0.375687308,-1.035808826,0.071828586,-0.189438138,0.141584426,0.117262601,1.148932321,0.258847027,1.407779348
1990,1.330290767,0.486676462,0.133255023,0.332664082,0.35925,0.044732691,0.031001318,-0.375212304,-1.054072891,0.074686912,-0.190178572,0.137264285,0.105827371,1.173093488,0.243091657,1.416185145
1991,1.350951007,0.491944172,0.135561025,0.342172174,0.363201667,0.045216871,0.029832654,-0.391817188,-1.132584718,0.081439927,-0.190643789,-0.575037909,0.104111307,1.125273802,-0.470926602,0.654347199
1992,1.3619604,0.494914624,0.137286441,0.350296965,0.367153333,0.045489899,0.030071079,-0.353862826,-1.006688361,0.0718371,-0.19097794,-1.787631211,0.083346927,1.307480714,-1.704284284,-0.39680357
1993,1.373267556,0.495683029,0.138336054,0.355139726,0.371105,0.045560527,0.030334797,-0.349685802,-1.016130359,0.073725637,-0.19131209,-0.793963177,0.034485892,1.326024074,-0.759477285,0.56654679
1994,1.396760312,0.497845889,0.140124681,0.359067804,0.375056667,0.045759325,0.031569545,-0.355521435,-1.067026719,0.079022837,-0.191646241,-0.087425647,0.004907181,1.311012666,-0.082518466,1.228494201
1995,1.425303275,0.499775258,0.142095767,0.362646911,0.379008333,0.045936662,0.032262229,-0.328136067,-1.012984498,0.077607544,-0.191980391,0.085922264,-0.00070903,1.431535023,0.085213234,1.516748257
1996,1.452627327,0.500571345,0.144922368,0.365822234,0.38296,0.046009834,0.033709879,-0.319041648,-0.98435634,0.075353261,-0.192314541,0.148747981,-0.012908688,1.506263719,0.135839293,1.642103012
1997,1.469639193,0.501871682,0.14768741,0.368188154,0.386911667,0.046129354,0.03500659,-0.356592121,-1.103597814,0.08354274,-0.192648692,0.169317688,0.003503128,1.386138164,0.172820817,1.558958981
1998,1.51030064,0.505874101,0.150204091,0.370531595,0.390863333,0.046497235,0.035811571,-0.338890701,-1.084574266,0.084931627,-0.192982842,0.170976097,0.05039849,1.478566385,0.221374587,1.699940972
1999,1.542451077,0.508839039,0.153449436,0.372722197,0.394815,0.046769757,0.037126423,-0.303305833,-0.959692574,0.074322792,-0.193316992,0.17446292,0.084906986,1.67418032,0.259369906,1.933550226
2000,1.560589118,0.509298575,0.156697931,0.374831025,0.398766667,0.046811995,0.038652375,-0.301088661,-0.920100234,0.069653189,-0.193651143,0.175109766,0.110008328,1.740460836,0.285118094,2.025578931
2001,1.584600767,0.508688255,0.159142496,0.376735817,0.402852381,0.046755897,0.037784336,-0.298151678,-0.92240355,0.070977901,-0.193985293,0.169849353,0.099446732,1.772997329,0.269296084,2.042293413
2002,1.615020606,0.509007563,0.161250054,0.378449477,0.406938095,0.046785246,0.0383498,-0.316747943,-0.995662362,0.076783459,-0.194319444,0.176633147,0.10473533,1.725854551,0.281368477,2.007223028
2003,1.653404701,0.510595865,0.163540975,0.37993257,0.41102381,0.046931235,0.03817914,-0.332653567,-1.023275487,0.07790274,-0.194653594,0.160278112,0.043362625,1.730928387,0.203640737,1.934569124
2004,1.680655402,0.510324616,0.165674848,0.381569985,0.415109524,0.046906303,0.040688654,-0.329384433,-1.02788365,0.080960637,-0.194987744,0.171193017,0.016576419,1.769634141,0.187769436,1.957403577
2005,1.710912562,0.50952696,0.167993347,0.38327986,0.419195238,0.046832987,0.042420987,-0.340761522,-1.057080816,0.083726621,-0.195321895,0.143467141,-0.009882175,1.770724329,0.133584966,1.904309296
2006,1.742651279,0.509574562,0.170727385,0.384915239,0.423280952,0.046837362,0.043094825,-0.358829862,-1.077441831,0.083042334,-0.195656045,0.128362066,-0.0158884,1.772196201,0.112473666,1.884669866
2007,1.768191805,0.512215152,0.173134039,0.386828031,0.427366667,0.047080071,0.04420179,-0.335417804,-1.058903939,0.086410712,-0.195990195,0.114754039,-0.027401633,1.855116327,0.087352406,1.942468734
2008,1.799056895,0.514656002,0.176043923,0.388826741,0.4326,0.047304421,0.044006157,-0.321557022,-1.018016526,0.083685242,-0.196324346,0.131293399,-0.029882126,1.950281488,0.101411273,2.051692761
2009,1.821010435,0.516520632,0.178305668,0.390503982,0.437833333,0.047475807,0.041663507,-0.292346112,-0.973227684,0.082882918,-0.196658496,0.104192286,-0.029944528,2.05396399,0.074247758,2.128211748
2010,1.854238777,0.518485105,0.181127171,0.392349372,0.443066667,0.047656371,0.043813941,-0.273898414,-0.991607062,0.089654471,-0.196992647,0.136801577,-0.007791696,2.107893753,0.129009881,2.236903633
2011,1.881501355,0.520509703,0.184365112,0.394167132,0.450116667,0.047842461,0.045183787,-0.28026949,-0.966086679,0.085052318,-0.197326797,0.09815763,0.026576395,2.16505557,0.124734025,2.289789594
2012,1.910524576,0.522397133,0.187147859,0.395692585,0.457166667,0.048015944,0.04584138,-0.282657765,-0.99168012,0.087939522,-0.197660947,0.133749723,0.040944534,2.182726833,0.174694257,2.35742109
2013,1.94988209,0.524410384,0.190102803,0.397484858,0.464216667,0.048200991,0.046761828,-0.259596954,-0.927329402,0.083875025,-0.197995098,0.156764925,0.049212845,2.320013193,0.20597777,2.525990963
2014,1.977306603,0.527841921,0.19366239,0.399192165,0.471266667,0.0485164,0.048360226,-0.254665057,-0.938625942,0.086194676,-0.198329248,0.138417929,0.059103616,2.3607208,0.197521546,2.558242346
2015,2.01151558,0.532600875,0.196500839,0.400748124,0.45740869,0.048953817,0.050998629,-0.228509988,-0.888940114,0.085055812,-0.198663398,0.124576136,0.029197293,2.467668866,0.15377343,2.621442295
2016,2.059997485,0.536467082,0.199065731,0.402469472,0.446480471,0.049309178,0.052275942,-0.216611962,-0.891938879,0.08868238,-0.198997549,0.110734343,-0.007587226,2.527199351,0.103147117,2.630346469
2017,2.095095977,0.543206858,0.201455545,0.402927467,0.443159501,0.049928662,0.053810816,-0.206060995,-0.894902542,0.09206229,-0.199331699,0.096892551,-0.017466581,2.58135188,0.07942597,2.66077785
2018,2.135935116,0.549599851,0.20384291,0.403286361,0.445549193,0.050516272,0.053677144,-0.200517627,-0.899551204,0.094497801,-0.19966585,0.083050758,-0.021467554,2.637169966,0.061583203,2.698753169
